CBSA_Code,CBSA_Title,CBSA_Type,County,State,FIPS_State,FIPS_County
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Stevens County,Washington,53,65
44100,"Springfield, IL",Metropolitan Statistical Area,Menard County,Illinois,17,129
44100,"Springfield, IL",Metropolitan Statistical Area,Sangamon County,Illinois,17,167
44140,"Springfield, MA",Metropolitan Statistical Area,Hampden County,Massachusetts,25,13
44180,"Springfield, MO",Metropolitan Statistical Area,Christian County,Missouri,29,43
44180,"Springfield, MO",Metropolitan Statistical Area,Dallas County,Missouri,29,59
44180,"Springfield, MO",Metropolitan Statistical Area,Greene County,Missouri,29,77
44180,"Springfield, MO",Metropolitan Statistical Area,Polk County,Missouri,29,167
44180,"Springfield, MO",Metropolitan Statistical Area,Webster County,Missouri,29,225
44220,"Springfield, OH",Metropolitan Statistical Area,Clark County,Ohio,39,23
44260,"Starkville, MS",Micropolitan Statistical Area,Oktibbeha County,Mississippi,28,105
44260,"Starkville, MS",Micropolitan Statistical Area,Webster County,Mississippi,28,155
44300,"State College, PA",Metropolitan Statistical Area,Centre County,Pennsylvania,42,27
44340,"Statesboro, GA",Micropolitan Statistical Area,Bulloch County,Georgia,13,31
44340,"Statesboro, GA",Micropolitan Statistical Area,Evans County,Georgia,13,109
44420,"Staunton-Stuarts Draft, VA",Metropolitan Statistical Area,Augusta County,Virginia,51,15
44420,"Staunton-Stuarts Draft, VA",Metropolitan Statistical Area,Staunton city,Virginia,51,790
44420,"Staunton-Stuarts Draft, VA",Metropolitan Statistical Area,Waynesboro city,Virginia,51,820
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,Moffat County,Colorado,8,81
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,Routt County,Colorado,8,107
44500,"Stephenville, TX",Micropolitan Statistical Area,Erath County,Texas,48,143
44540,"Sterling, CO",Micropolitan Statistical Area,Logan County,Colorado,8,75
44580,"Sterling, IL",Micropolitan Statistical Area,Whiteside County,Illinois,17,195
44620,"Stevens Point-Plover, WI",Micropolitan Statistical Area,Portage County,Wisconsin,55,97
44660,"Stillwater, OK",Micropolitan Statistical Area,Payne County,Oklahoma,40,119
44700,"Stockton-Lodi, CA",Metropolitan Statistical Area,San Joaquin County,California,6,77
44740,"Storm Lake, IA",Micropolitan Statistical Area,Buena Vista County,Iowa,19,21
44780,"Sturgis, MI",Micropolitan Statistical Area,St. Joseph County,Michigan,26,149
44860,"Sulphur Springs, TX",Micropolitan Statistical Area,Hopkins County,Texas,48,223
44900,"Summerville, GA",Micropolitan Statistical Area,Chattooga County,Georgia,13,55
44940,"Sumter, SC",Metropolitan Statistical Area,Sumter County,South Carolina,45,85
44980,"Sunbury, PA",Micropolitan Statistical Area,Montour County,Pennsylvania,42,93
44980,"Sunbury, PA",Micropolitan Statistical Area,Northumberland County,Pennsylvania,42,97
45000,"Susanville, CA",Micropolitan Statistical Area,Lassen County,California,6,35
45020,"Sweetwater, TX",Micropolitan Statistical Area,Nolan County,Texas,48,353
45060,"Syracuse, NY",Metropolitan Statistical Area,Madison County,New York,36,53
45060,"Syracuse, NY",Metropolitan Statistical Area,Onondaga County,New York,36,67
45060,"Syracuse, NY",Metropolitan Statistical Area,Oswego County,New York,36,75
45140,"Tahlequah, OK",Micropolitan Statistical Area,Cherokee County,Oklahoma,40,21
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Coosa County,Alabama,1,37
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Talladega County,Alabama,1,121
45220,"Tallahassee, FL",Metropolitan Statistical Area,Gadsden County,Florida,12,39
45220,"Tallahassee, FL",Metropolitan Statistical Area,Jefferson County,Florida,12,65
45220,"Tallahassee, FL",Metropolitan Statistical Area,Leon County,Florida,12,73
45220,"Tallahassee, FL",Metropolitan Statistical Area,Wakulla County,Florida,12,129
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Pinellas County,Florida,12,103
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Hernando County,Florida,12,53
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Hillsborough County,Florida,12,57
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Pasco County,Florida,12,101
45340,"Taos, NM",Micropolitan Statistical Area,Taos County,New Mexico,35,55
45380,"Taylorville, IL",Micropolitan Statistical Area,Christian County,Illinois,17,21
45460,"Terre Haute, IN",Metropolitan Statistical Area,Clay County,Indiana,18,21
45460,"Terre Haute, IN",Metropolitan Statistical Area,Sullivan County,Indiana,18,153
45460,"Terre Haute, IN",Metropolitan Statistical Area,Vermillion County,Indiana,18,165
45460,"Terre Haute, IN",Metropolitan Statistical Area,Vigo County,Indiana,18,167
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Little River County,Arkansas,5,81
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Miller County,Arkansas,5,91
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Bowie County,Texas,48,37
45520,"The Dalles, OR",Micropolitan Statistical Area,Wasco County,Oregon,41,65
45580,"Thomaston, GA",Micropolitan Statistical Area,Upson County,Georgia,13,293
45620,"Thomasville, GA",Micropolitan Statistical Area,Grady County,Georgia,13,131
45620,"Thomasville, GA",Micropolitan Statistical Area,Thomas County,Georgia,13,275
45660,"Tiffin, OH",Micropolitan Statistical Area,Seneca County,Ohio,39,147
45700,"Tifton, GA",Micropolitan Statistical Area,Tift County,Georgia,13,277
45700,"Tifton, GA",Micropolitan Statistical Area,Turner County,Georgia,13,287
45740,"Toccoa, GA",Micropolitan Statistical Area,Stephens County,Georgia,13,257
45780,"Toledo, OH",Metropolitan Statistical Area,Fulton County,Ohio,39,51
45780,"Toledo, OH",Metropolitan Statistical Area,Lucas County,Ohio,39,95
45780,"Toledo, OH",Metropolitan Statistical Area,Wood County,Ohio,39,173
45820,"Topeka, KS",Metropolitan Statistical Area,Jackson County,Kansas,20,85
45820,"Topeka, KS",Metropolitan Statistical Area,Jefferson County,Kansas,20,87
45820,"Topeka, KS",Metropolitan Statistical Area,Osage County,Kansas,20,139
45820,"Topeka, KS",Metropolitan Statistical Area,Shawnee County,Kansas,20,177
45820,"Topeka, KS",Metropolitan Statistical Area,Wabaunsee County,Kansas,20,197
45860,"Torrington, CT",Micropolitan Statistical Area,Northwest Hills Planning Region,Connecticut,9,160
45880,"Town of Pecos, TX",Micropolitan Statistical Area,Reeves County,Texas,48,389
45900,"Traverse City, MI",Metropolitan Statistical Area,Benzie County,Michigan,26,19
45900,"Traverse City, MI",Metropolitan Statistical Area,Grand Traverse County,Michigan,26,55
45900,"Traverse City, MI",Metropolitan Statistical Area,Kalkaska County,Michigan,26,79
45900,"Traverse City, MI",Metropolitan Statistical Area,Leelanau County,Michigan,26,89
45940,"Trenton-Princeton, NJ",Metropolitan Statistical Area,Mercer County,New Jersey,34,21
45980,"Troy, AL",Micropolitan Statistical Area,Pike County,Alabama,1,109
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Nevada County,California,6,57
46060,"Tucson, AZ",Metropolitan Statistical Area,Pima County,Arizona,4,19
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Coffee County,Tennessee,47,31
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Moore County,Tennessee,47,127
46140,"Tulsa, OK",Metropolitan Statistical Area,Creek County,Oklahoma,40,37
46140,"Tulsa, OK",Metropolitan Statistical Area,Okmulgee County,Oklahoma,40,111
46140,"Tulsa, OK",Metropolitan Statistical Area,Osage County,Oklahoma,40,113
46140,"Tulsa, OK",Metropolitan Statistical Area,Pawnee County,Oklahoma,40,117
46140,"Tulsa, OK",Metropolitan Statistical Area,Rogers County,Oklahoma,40,131
46140,"Tulsa, OK",Metropolitan Statistical Area,Tulsa County,Oklahoma,40,143
46140,"Tulsa, OK",Metropolitan Statistical Area,Wagoner County,Oklahoma,40,145
46180,"Tupelo, MS",Micropolitan Statistical Area,Itawamba County,Mississippi,28,57
46180,"Tupelo, MS",Micropolitan Statistical Area,Lee County,Mississippi,28,81
46180,"Tupelo, MS",Micropolitan Statistical Area,Prentiss County,Mississippi,28,117
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Greene County,Alabama,1,63
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Hale County,Alabama,1,65
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Pickens County,Alabama,1,107
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Tuscaloosa County,Alabama,1,125
46300,"Twin Falls, ID",Metropolitan Statistical Area,Jerome County,Idaho,16,53
46300,"Twin Falls, ID",Metropolitan Statistical Area,Twin Falls County,Idaho,16,83
46340,"Tyler, TX",Metropolitan Statistical Area,Smith County,Texas,48,423
46380,"Ukiah, CA",Micropolitan Statistical Area,Mendocino County,California,6,45
46460,"Union City, TN",Micropolitan Statistical Area,Obion County,Tennessee,47,131
46500,"Urbana, OH",Micropolitan Statistical Area,Champaign County,Ohio,39,21
46520,"Urban Honolulu, HI",Metropolitan Statistical Area,Honolulu County,Hawaii,15,3
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Herkimer County,New York,36,43
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Oneida County,New York,36,65
46580,"Utuado, PR",Micropolitan Statistical Area,Utuado Municipio,Puerto Rico,72,141
46620,"Uvalde, TX",Micropolitan Statistical Area,Uvalde County,Texas,48,463
46660,"Valdosta, GA",Metropolitan Statistical Area,Brooks County,Georgia,13,27
46660,"Valdosta, GA",Metropolitan Statistical Area,Echols County,Georgia,13,101
46660,"Valdosta, GA",Metropolitan Statistical Area,Lanier County,Georgia,13,173
46660,"Valdosta, GA",Metropolitan Statistical Area,Lowndes County,Georgia,13,185
46700,"Vallejo, CA",Metropolitan Statistical Area,Solano County,California,6,95
46780,"Van Wert, OH",Micropolitan Statistical Area,Van Wert County,Ohio,39,161
46820,"Vermillion, SD",Micropolitan Statistical Area,Clay County,South Dakota,46,27
46860,"Vernal, UT",Micropolitan Statistical Area,Uintah County,Utah,49,47
46900,"Vernon, TX",Micropolitan Statistical Area,Wilbarger County,Texas,48,487
46980,"Vicksburg, MS",Micropolitan Statistical Area,Warren County,Mississippi,28,149
47020,"Victoria, TX",Metropolitan Statistical Area,Goliad County,Texas,48,175
47020,"Victoria, TX",Metropolitan Statistical Area,Victoria County,Texas,48,469
47080,"Vidalia, GA",Micropolitan Statistical Area,Montgomery County,Georgia,13,209
47080,"Vidalia, GA",Micropolitan Statistical Area,Toombs County,Georgia,13,279
47180,"Vincennes, IN",Micropolitan Statistical Area,Knox County,Indiana,18,83
47220,"Vineland, NJ",Metropolitan Statistical Area,Cumberland County,New Jersey,34,11
47240,"Vineyard Haven, MA",Micropolitan Statistical Area,Dukes County,Massachusetts,25,7
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Camden County,North Carolina,37,29
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Currituck County,North Carolina,37,53
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Gates County,North Carolina,37,73
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Gloucester County,Virginia,51,73
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Isle of Wight County,Virginia,51,93
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,James City County,Virginia,51,95
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Mathews County,Virginia,51,115
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Surry County,Virginia,51,181
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,York County,Virginia,51,199
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Chesapeake city,Virginia,51,550
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Hampton city,Virginia,51,650
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Newport News city,Virginia,51,700
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Norfolk city,Virginia,51,710
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Poquoson city,Virginia,51,735
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Portsmouth city,Virginia,51,740
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Suffolk city,Virginia,51,800
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Virginia Beach city,Virginia,51,810
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,Williamsburg city,Virginia,51,830
47300,"Visalia, CA",Metropolitan Statistical Area,Tulare County,California,6,107
47340,"Wabash, IN",Micropolitan Statistical Area,Wabash County,Indiana,18,169
47380,"Waco, TX",Metropolitan Statistical Area,Bosque County,Texas,48,35
47380,"Waco, TX",Metropolitan Statistical Area,Falls County,Texas,48,145
47380,"Waco, TX",Metropolitan Statistical Area,McLennan County,Texas,48,309
47420,"Wahpeton, ND-MN",Micropolitan Statistical Area,Wilkin County,Minnesota,27,167
47420,"Wahpeton, ND-MN",Micropolitan Statistical Area,Richland County,North Dakota,38,77
47460,"Walla Walla, WA",Metropolitan Statistical Area,Walla Walla County,Washington,53,71
47540,"Wapakoneta, OH",Micropolitan Statistical Area,Auglaize County,Ohio,39,11
47580,"Warner Robins, GA",Metropolitan Statistical Area,Houston County,Georgia,13,153
47580,"Warner Robins, GA",Metropolitan Statistical Area,Peach County,Georgia,13,225
47620,"Warren, PA",Micropolitan Statistical Area,Warren County,Pennsylvania,42,123
47660,"Warrensburg, MO",Micropolitan Statistical Area,Johnson County,Missouri,29,101
47700,"Warsaw, IN",Micropolitan Statistical Area,Kosciusko County,Indiana,18,85
47780,"Washington, IN",Micropolitan Statistical Area,Daviess County,Indiana,18,27
47820,"Washington, NC",Micropolitan Statistical Area,Beaufort County,North Carolina,37,13
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Arlington County,Virginia,51,13
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Clarke County,Virginia,51,43
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Culpeper County,Virginia,51,47
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Fairfax County,Virginia,51,59
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Fauquier County,Virginia,51,61
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Loudoun County,Virginia,51,107
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Prince William County,Virginia,51,153
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Rappahannock County,Virginia,51,157
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Spotsylvania County,Virginia,51,177
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Stafford County,Virginia,51,179
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Warren County,Virginia,51,187
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Alexandria city,Virginia,51,510
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Fairfax city,Virginia,51,600
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Falls Church city,Virginia,51,610
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Fredericksburg city,Virginia,51,630
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Manassas city,Virginia,51,683
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Manassas Park city,Virginia,51,685
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Jefferson County,West Virginia,54,37
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Frederick County,Maryland,24,21
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Montgomery County,Maryland,24,31
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,District of Columbia,District of Columbia,11,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Charles County,Maryland,24,17
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Prince George's County,Maryland,24,33
47920,"Washington Court House, OH",Micropolitan Statistical Area,Fayette County,Ohio,39,47
47930,"Waterbury-Shelton, CT",Metropolitan Statistical Area,Naugatuck Valley Planning Region,Connecticut,9,140
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Black Hawk County,Iowa,19,13
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Bremer County,Iowa,19,17
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Grundy County,Iowa,19,75
47980,"Watertown, SD",Micropolitan Statistical Area,Codington County,South Dakota,46,29
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Jefferson County,Wisconsin,55,55
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Jefferson County,New York,36,45
48140,"Wausau, WI",Metropolitan Statistical Area,Marathon County,Wisconsin,55,73
48180,"Waycross, GA",Micropolitan Statistical Area,Pierce County,Georgia,13,229
48180,"Waycross, GA",Micropolitan Statistical Area,Ware County,Georgia,13,299
48200,"Waynesville, NC",Micropolitan Statistical Area,Haywood County,North Carolina,37,87
48220,"Weatherford, OK",Micropolitan Statistical Area,Custer County,Oklahoma,40,39
48220,"Weatherford, OK",Micropolitan Statistical Area,Washita County,Oklahoma,40,149
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Jefferson County,Ohio,39,81
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Brooke County,West Virginia,54,9
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Hancock County,West Virginia,54,29
48300,"Wenatchee-East Wenatchee, WA",Metropolitan Statistical Area,Chelan County,Washington,53,7
48300,"Wenatchee-East Wenatchee, WA",Metropolitan Statistical Area,Douglas County,Washington,53,17
48460,"West Plains, MO",Micropolitan Statistical Area,Howell County,Missouri,29,91
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Belmont County,Ohio,39,13
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Marshall County,West Virginia,54,51
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Ohio County,West Virginia,54,69
48580,"Whitewater-Elkhorn, WI",Micropolitan Statistical Area,Walworth County,Wisconsin,55,127
48620,"Wichita, KS",Metropolitan Statistical Area,Butler County,Kansas,20,15
48620,"Wichita, KS",Metropolitan Statistical Area,Harvey County,Kansas,20,79
48620,"Wichita, KS",Metropolitan Statistical Area,Sedgwick County,Kansas,20,173
48620,"Wichita, KS",Metropolitan Statistical Area,Sumner County,Kansas,20,191
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Archer County,Texas,48,9
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Clay County,Texas,48,77
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Wichita County,Texas,48,485
48680,"Wildwood-The Villages, FL",Metropolitan Statistical Area,Sumter County,Florida,12,119
48700,"Williamsport, PA",Metropolitan Statistical Area,Lycoming County,Pennsylvania,42,81
48780,"Williston, ND",Micropolitan Statistical Area,Williams County,North Dakota,38,105
48820,"Willmar, MN",Micropolitan Statistical Area,Kandiyohi County,Minnesota,27,67
48900,"Wilmington, NC",Metropolitan Statistical Area,Brunswick County,North Carolina,37,19
48900,"Wilmington, NC",Metropolitan Statistical Area,New Hanover County,North Carolina,37,129
48900,"Wilmington, NC",Metropolitan Statistical Area,Pender County,North Carolina,37,141
48940,"Wilmington, OH",Micropolitan Statistical Area,Clinton County,Ohio,39,27
48980,"Wilson, NC",Micropolitan Statistical Area,Wilson County,North Carolina,37,195
49010,"Winchester, TN",Micropolitan Statistical Area,Franklin County,Tennessee,47,51
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Frederick County,Virginia,51,69
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Winchester city,Virginia,51,840
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Hampshire County,West Virginia,54,27
49080,"Winnemucca, NV",Micropolitan Statistical Area,Humboldt County,Nevada,32,13
49100,"Winona, MN",Micropolitan Statistical Area,Winona County,Minnesota,27,169
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Davidson County,North Carolina,37,57
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Davie County,North Carolina,37,59
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Forsyth County,North Carolina,37,67
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Stokes County,North Carolina,37,169
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Yadkin County,North Carolina,37,197
49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Wood County,Wisconsin,55,141
49260,"Woodward, OK",Micropolitan Statistical Area,Woodward County,Oklahoma,40,153
49300,"Wooster, OH",Micropolitan Statistical Area,Wayne County,Ohio,39,169
49340,"Worcester, MA",Metropolitan Statistical Area,Worcester County,Massachusetts,25,27
49380,"Worthington, MN",Micropolitan Statistical Area,Nobles County,Minnesota,27,105
49420,"Yakima, WA",Metropolitan Statistical Area,Yakima County,Washington,53,77
49460,"Yankton, SD",Micropolitan Statistical Area,Yankton County,South Dakota,46,135
49620,"York-Hanover, PA",Metropolitan Statistical Area,York County,Pennsylvania,42,133
49660,"Youngstown-Warren, OH",Metropolitan Statistical Area,Mahoning County,Ohio,39,99
49660,"Youngstown-Warren, OH",Metropolitan Statistical Area,Trumbull County,Ohio,39,155
49700,"Yuba City, CA",Metropolitan Statistical Area,Sutter County,California,6,101
49700,"Yuba City, CA",Metropolitan Statistical Area,Yuba County,California,6,115
49740,"Yuma, AZ",Metropolitan Statistical Area,Yuma County,Arizona,4,27
49780,"Zanesville, OH",Micropolitan Statistical Area,Muskingum County,Ohio,39,119
49820,"Zapata, TX",Micropolitan Statistical Area,Zapata County,Texas,48,505
